request_id,amount_safe_to_pay,affordability_status,recommended_payment_method,payment_plan,earliest_date_for_full_payment,spending_changes_needed,decision_explanation
request_138,752.75,affordable_with_plan,partial_payment,2026-04-07:752.75|2026-04-15:504.19,2026-04-15,none,"EUR 752.75 is safe to pay today before optional cuts. The recommended partial payment keeps the 90-day balance at or above EUR 2300 (projected low EUR 2300.01). A material obligation is Landlord standing order: EUR 711.7 on 2026-05-03. Confirmed forecast income includes EUR 2695 on 2026-04-15; pending credits are excluded. A single full payment first becomes safe on 2026-04-15. This preserves the user's stated priorities: retirement investment, emergency savings. The recommendation is safe under the stated 90-day forecast, not guaranteed."
request_139,1247.41,not_affordable,not_recommended,none,2024-11-15,none,"Only USD 1247.41 is safe today; no eligible plan can finish USD 2316 by 2024-11-17 while preserving the minimum balance of USD 1500. Baseline 90-day low: USD 2747.41 on 2024-09-13. A material obligation is Monthly rent: USD 480 on 2024-09-04. This is a forecast, not a guarantee of future cash flow."
request_140,1428.8,not_affordable,not_recommended,none,,none,"Only ZAR 1428.8 is safe today; no eligible plan can finish ZAR 62832 by 2025-03-04 while preserving the minimum balance of ZAR 21600. Baseline 90-day low: ZAR 23028.81 on 2025-02-12. A material obligation is Apartment rent transfer: ZAR 9966 on 2025-03-01. This is a forecast, not a guarantee of future cash flow."
request_141,18191.38,not_affordable,not_recommended,none,,none,"Only INR 18191.38 is safe today; no eligible plan can finish INR 171600 by 2026-02-12 while preserving the minimum balance of INR 67300. Baseline 90-day low: INR 85491.39 on 2026-01-14. A material obligation is Apartment rent transfer: INR 26800 on 2026-02-02. This is a forecast, not a guarantee of future cash flow."
request_142,1263.6,affordable_now,full_payment,2024-12-05:1263.60,2024-12-05,none,"USD 1263.6 is safe to pay today before optional cuts. The recommended full payment keeps the 90-day balance at or above USD 1700 (projected low USD 4627.98). A material obligation is Residential rent payment: USD 564 on 2025-01-03. Confirmed forecast income includes USD 900.53 on 2024-12-08; pending credits are excluded. This preserves the user's stated priorities: retirement investment, emergency savings. The recommendation is safe under the stated 90-day forecast, not guaranteed."
request_143,2501.34,affordable_later,wait,2025-07-15:12584,2025-07-15,none,"ZAR 2501.34 is safe to pay today before optional cuts. The recommended wait keeps the 90-day balance at or above ZAR 11300 (projected low ZAR 13034.28). A material obligation is Landlord standing order: ZAR 3784 on 2025-06-04. Confirmed forecast income includes ZAR 14430.17 on 2025-05-15; pending credits are excluded. Waiting uses the confirmed ZAR 14756.5 inflow on 2025-07-15 before the full payment. A single full payment first becomes safe on 2025-07-15. This preserves the user's stated priorities: education, debt repayment. The recommendation is safe under the stated 90-day forecast, not guaranteed."
request_144,233.34,affordable_now,full_payment,2026-07-04:233.34,2026-07-04,none,"USD 233.34 is safe to pay today before optional cuts. The recommended full payment keeps the 90-day balance at or above USD 600 (projected low USD 616.71). A material obligation is Shared housing rent: USD 220.8 on 2026-08-01. Confirmed forecast income includes USD 825.54 on 2026-07-15; pending credits are excluded. This preserves the user's stated priorities: education, debt repayment. The recommendation is safe under the stated 90-day forecast, not guaranteed."
request_145,27650.09,affordable_with_plan,installments,2024-03-20:75365.33|2024-04-20:75365.33|2024-05-21:75365.33,2024-04-15,none,"INR 27650.09 is safe to pay today before optional cuts. The recommended installments keeps the 90-day balance at or above INR 155400 (projected low INR 183050.1). A material obligation is Landlord standing order: INR 63900 on 2024-04-02. Confirmed forecast income includes INR 374100 on 2024-03-15; pending credits are excluded. This exact provider offer has 3 payments, total cost INR 226095.99, and fee INR 8695.99; it is the highest-ranked safe eligible offer. A single full payment first becomes safe on 2024-04-15. This preserves the user's stated priorities: emergency savings, housing. The recommendation is safe under the stated 90-day forecast, not guaranteed."
request_146,16037.09,not_affordable,not_recommended,none,,none,"Only INR 16037.09 is safe today; no eligible plan can finish INR 449400 by 2025-10-17 while preserving the minimum balance of INR 108600. Baseline 90-day low: INR 124637.09 on 2025-08-13. A material obligation is Home repair reserve: INR 14450 on 2025-08-04. This is a forecast, not a guarantee of future cash flow."
request_147,477.46,affordable_with_plan,installments,2026-04-08:391.63|2026-05-08:391.63|2026-06-07:391.63,2026-05-15,none,"EUR 477.46 is safe to pay today before optional cuts. The recommended installments keeps the 90-day balance at or above EUR 900 (projected low EUR 985.83). A material obligation is Apartment rent transfer: EUR 464.2 on 2026-05-04. Confirmed forecast income includes EUR 1529 on 2026-04-15; pending credits are excluded. This exact provider offer has 3 payments, total cost EUR 1174.89, and fee EUR 45.19; it is the highest-ranked safe eligible offer. A single full payment first becomes safe on 2026-05-15. This preserves the user's stated priorities: retirement investment, emergency savings. The recommendation is safe under the stated 90-day forecast, not guaranteed."
request_148,7127.01,affordable_with_plan,installments,2024-06-14:7710.56|2024-07-15:7710.56|2024-08-15:7710.56,2024-08-15,stop:event_13593,"ZAR 7127.01 is safe to pay today before optional cuts. The recommended installments keeps the 90-day balance at or above ZAR 20000 (projected low ZAR 20067.66). A material obligation is Shared housing rent: ZAR 11066 on 2024-07-01. Confirmed forecast income includes ZAR 35640 on 2024-06-15; pending credits are excluded. This exact provider offer has 3 payments, total cost ZAR 23131.68, and fee ZAR 889.68; it is the highest-ranked safe eligible offer. The 1 authorized flexible-spending adjustment(s) save about ZAR 651.2 per recurrence (stop Community fitness plan) and are minimal for this plan. A single full payment first becomes safe on 2024-08-15. This preserves the user's stated priorities: education, emergency savings. The recommendation is safe under the stated 90-day forecast, not guaranteed."
request_149,22401.22,affordable_with_plan,installments,2025-11-18:12706.03|2025-12-16:12706.03|2026-01-13:12706.03,2025-12-15,none,"ZAR 22401.22 is safe to pay today before optional cuts. The recommended installments keeps the 90-day balance at or above ZAR 42100 (projected low ZAR 42714.03). A material obligation is Monthly rent: ZAR 16654 on 2025-12-02. Confirmed forecast income includes ZAR 52360 on 2025-11-15; pending credits are excluded. This exact provider offer has 3 payments, total cost ZAR 38118.09, and fee ZAR 1466.09; it is the highest-ranked safe eligible offer. A single full payment first becomes safe on 2025-12-15. This preserves the user's stated priorities: healthcare, family support. The recommendation is safe under the stated 90-day forecast, not guaranteed."
request_150,255.75,affordable_with_plan,installments,2026-01-06:171.98|2026-02-05:171.98|2026-03-07:171.98,2026-03-15,stop:event_13786|reduce_to:event_13787:16,"EUR 255.75 is safe to pay today before optional cuts. The recommended installments keeps the 90-day balance at or above EUR 700 (projected low EUR 721.2). A material obligation is Residential rent payment: EUR 268.4 on 2026-02-03. Confirmed forecast income includes EUR 867.05 on 2026-01-15; pending credits are excluded. This exact provider offer has 3 payments, total cost EUR 515.94, and fee EUR 19.84; it is the highest-ranked safe eligible offer. The 2 authorized flexible-spending adjustment(s) save about EUR 46.79 per recurrence (stop Family streaming plan; reduce to EUR 16 Online retail purchases) and are minimal for this plan. A single full payment first becomes safe on 2026-03-15. This preserves the user's stated priorities: emergency savings, travel. The recommendation is safe under the stated 90-day forecast, not guaranteed."
request_151,26999000,affordable_now,full_payment,2024-09-03:26999000,2024-09-03,none,"IDR 26999000 is safe to pay today before optional cuts. The recommended full payment keeps the 90-day balance at or above IDR 31633600 (projected low IDR 32254800.77). A material obligation is Landlord standing order: IDR 12236000 on 2024-09-04. Confirmed forecast income includes IDR 46170000 on 2024-09-15; pending credits are excluded. This preserves the user's stated priorities: debt repayment, emergency savings. The recommendation is safe under the stated 90-day forecast, not guaranteed."
request_152,11084.9,affordable_with_plan,installments,2025-02-12:4812.43|2025-03-12:4812.43|2025-04-09:4812.43,2025-04-15,stop:event_13957|reduce_to:event_14024:234.3,"ZAR 11084.9 is safe to pay today before optional cuts. The recommended installments keeps the 90-day balance at or above ZAR 11900 (projected low ZAR 11953.73). A material obligation is Apartment rent transfer: ZAR 3894 on 2025-03-01. Confirmed forecast income includes ZAR 13640 on 2025-02-15; pending credits are excluded. This exact provider offer has 3 payments, total cost ZAR 14437.29, and fee ZAR 555.29; it is the highest-ranked safe eligible offer. The 2 authorized flexible-spending adjustment(s) save about ZAR 348.76 per recurrence (stop Music subscription; reduce to ZAR 234.3 Coffee shop) and are minimal for this plan. A single full payment first becomes safe on 2025-04-15. This preserves the user's stated priorities: education, debt repayment. The recommendation is safe under the stated 90-day forecast, not guaranteed."
request_153,15.2,not_affordable,not_recommended,none,,none,"Only USD 15.2 is safe today; no eligible plan can finish USD 2830.8 by 2026-09-24 while preserving the minimum balance of USD 1400. Baseline 90-day low: USD 1415.2 on 2026-07-14. A material obligation is Residential rent payment: USD 528 on 2026-08-02. This is a forecast, not a guarantee of future cash flow."
request_154,1625.8,affordable_with_plan,installments,2024-12-04:563.61|2025-01-04:563.61|2025-02-04:563.61,2024-12-04,none,"EUR 1625.8 is safe to pay today before optional cuts. The recommended installments keeps the 90-day balance at or above EUR 1300 (projected low EUR 2491.85). A material obligation is Shared housing rent: EUR 507.1 on 2025-01-03. Confirmed forecast income includes EUR 1628 on 2024-12-15; pending credits are excluded. This exact provider offer has 3 payments, total cost EUR 1690.83, and fee EUR 65.03; it is the highest-ranked safe eligible offer. This preserves the user's stated priorities: emergency savings, housing. The recommendation is safe under the stated 90-day forecast, not guaranteed."
request_155,112500,affordable_now,full_payment,2025-05-06:112500,2025-05-06,none,"INR 112500 is safe to pay today before optional cuts. The recommended full payment keeps the 90-day balance at or above INR 56300 (projected low INR 76602.22). A material obligation is Course tuition: INR 8190 on 2025-05-10. Confirmed forecast income includes INR 84000 on 2025-05-15; pending credits are excluded. This preserves the user's stated priorities: education, family support. The recommendation is safe under the stated 90-day forecast, not guaranteed."
request_156,8497.56,affordable_later,wait,2026-06-15:43076,2026-06-15,none,"ZAR 8497.56 is safe to pay today before optional cuts. The recommended wait keeps the 90-day balance at or above ZAR 26900 (projected low ZAR 35397.56). A material obligation is Apartment rent transfer: ZAR 7568 on 2026-05-01. Confirmed forecast income includes ZAR 30114.87 on 2026-04-15; pending credits are excluded. Waiting uses the confirmed ZAR 32340 inflow on 2026-06-15 before the full payment. A single full payment first becomes safe on 2026-06-15. This preserves the user's stated priorities: retirement investment, emergency savings. The recommendation is safe under the stated 90-day forecast, not guaranteed."
request_157,4775248.01,affordable_later,wait,2024-04-15:23503000,2024-04-15,none,"IDR 4775248.01 is safe to pay today before optional cuts. The recommended wait keeps the 90-day balance at or above IDR 15714100 (projected low IDR 17255175.08). A material obligation is Monthly rent: IDR 6612000 on 2024-04-02. Confirmed forecast income includes IDR 23940000 on 2024-03-15; pending credits are excluded. Waiting uses the confirmed IDR 32628370.47 inflow on 2024-04-15 before the full payment. A single full payment first becomes safe on 2024-04-15. This preserves the user's stated priorities: education, emergency savings. The recommendation is safe under the stated 90-day forecast, not guaranteed."
request_158,242600,affordable_with_plan,installments,2025-08-07:84101.33|2025-09-04:84101.33|2025-10-02:84101.33,2025-08-07,none,"INR 242600 is safe to pay today before optional cuts. The recommended installments keeps the 90-day balance at or above INR 131400 (projected low INR 648271.82). A material obligation is Shared housing rent: INR 67600 on 2025-09-03. Confirmed forecast income includes INR 131862.67 on 2025-08-08; pending credits are excluded. This exact provider offer has 3 payments, total cost INR 252303.99, and fee INR 9703.99; it is the highest-ranked safe eligible offer. This preserves the user's stated priorities: retirement investment, emergency savings. The recommendation is safe under the stated 90-day forecast, not guaranteed."
request_159,0,not_affordable,not_recommended,none,,none,"Only ZAR 0 is safe today; no eligible plan can finish ZAR 13398 by 2026-03-20 while preserving the minimum balance of ZAR 8700. Baseline 90-day low: ZAR 4962.62 on 2026-04-04. A material obligation is Apartment rent transfer: ZAR 4114 on 2026-01-04. This is a forecast, not a guarantee of future cash flow."
request_160,569.51,affordable_with_plan,installments,2024-06-13:432.05|2024-07-14:432.05|2024-08-14:432.05,2024-07-15,none,"EUR 569.51 is safe to pay today before optional cuts. The recommended installments keeps the 90-day balance at or above EUR 1200 (projected low EUR 1337.47). A material obligation is Monthly rent: EUR 534.6 on 2024-07-01. Confirmed forecast income includes EUR 1672 on 2024-06-15; pending credits are excluded. This exact provider offer has 3 payments, total cost EUR 1296.15, and fee EUR 49.85; it is the highest-ranked safe eligible offer. A single full payment first becomes safe on 2024-07-15. This preserves the user's stated priorities: debt repayment, emergency savings. The recommendation is safe under the stated 90-day forecast, not guaranteed."
request_161,6906804.19,affordable_later,wait,2026-01-15:21204000,2026-01-15,none,"IDR 6906804.19 is safe to pay today before optional cuts. The recommended wait keeps the 90-day balance at or above IDR 23010400 (projected low IDR 29917204.19). A material obligation is Landlord standing order: IDR 8265000 on 2025-12-02. Confirmed forecast income includes IDR 25625994.45 on 2025-11-15; pending credits are excluded. Waiting uses the confirmed IDR 26790000 inflow on 2026-01-15 before the full payment. A single full payment first becomes safe on 2026-01-15. This preserves the user's stated priorities: education, debt repayment. The recommendation is safe under the stated 90-day forecast, not guaranteed."
request_162,1255094.8,not_affordable,not_recommended,none,,none,"Only IDR 1255094.8 is safe today; no eligible plan can finish IDR 83923000 by 2026-08-26 while preserving the minimum balance of IDR 24161100. Baseline 90-day low: IDR 25416194.8 on 2026-07-13. A material obligation is Home repair reserve: IDR 2242000 on 2026-08-04. This is a forecast, not a guarantee of future cash flow."
request_163,8809583.38,affordable_with_plan,installments,2024-09-10:6692053.33|2024-10-11:6692053.33|2024-11-11:6692053.33,2024-09-15,none,"IDR 8809583.38 is safe to pay today before optional cuts. The recommended installments keeps the 90-day balance at or above IDR 26728700 (projected low IDR 28846230.05). A material obligation is Residential rent payment: IDR 6802000 on 2024-10-04. Confirmed forecast income includes IDR 43345878.86 on 2024-09-15; pending credits are excluded. This exact provider offer has 3 payments, total cost IDR 20076159.99, and fee IDR 772159.99; it is the highest-ranked safe eligible offer. A single full payment first becomes safe on 2024-09-15. This preserves the user's stated priorities: emergency savings, housing. The recommendation is safe under the stated 90-day forecast, not guaranteed."
request_164,27018000,affordable_with_plan,installments,2025-02-11:9366240|2025-03-11:9366240|2025-04-08:9366240,2025-02-04,none,"IDR 27018000 is safe to pay today before optional cuts. The recommended installments keeps the 90-day balance at or above IDR 29550500 (projected low IDR 49768267.12). A material obligation is Home association fee: IDR 4474500 on 2025-03-02. Confirmed forecast income includes IDR 44270000 on 2025-02-15; pending credits are excluded. This exact provider offer has 3 payments, total cost IDR 28098720, and fee IDR 1080720; it is the highest-ranked safe eligible offer. This preserves the user's stated priorities: education, family support. The recommendation is safe under the stated 90-day forecast, not guaranteed."
request_165,80600,affordable_now,full_payment,2026-04-06:80600,2026-04-06,none,"INR 80600 is safe to pay today before optional cuts. The recommended full payment keeps the 90-day balance at or above INR 95000 (projected low INR 267135.27). A material obligation is Monthly rent: INR 30900 on 2026-05-02. Confirmed forecast income includes INR 121000 on 2026-04-15; pending credits are excluded. This preserves the user's stated priorities: retirement investment, emergency savings. The recommendation is safe under the stated 90-day forecast, not guaranteed."
request_166,2907.6,affordable_with_plan,installments,2024-12-03:1007.97|2025-01-03:1007.97|2025-02-03:1007.97,2024-12-03,none,"USD 2907.6 is safe to pay today before optional cuts. The recommended installments keeps the 90-day balance at or above USD 1700 (projected low USD 7211.28). A material obligation is Residential rent payment: USD 520.8 on 2024-12-03. Confirmed forecast income includes USD 1162.35 on 2024-12-08; pending credits are excluded. This exact provider offer has 3 payments, total cost USD 3023.91, and fee USD 116.31; it is the highest-ranked safe eligible offer. This preserves the user's stated priorities: retirement investment, emergency savings. The recommendation is safe under the stated 90-day forecast, not guaranteed."
request_167,43802,affordable_now,full_payment,2025-05-05:43802,2025-05-05,none,"ZAR 43802 is safe to pay today before optional cuts. The recommended full payment keeps the 90-day balance at or above ZAR 31200 (projected low ZAR 36328.15). A material obligation is Residential rent payment: ZAR 15994 on 2025-06-04. Confirmed forecast income includes ZAR 47740 on 2025-05-23; pending credits are excluded. This preserves the user's stated priorities: healthcare, family support. The recommendation is safe under the stated 90-day forecast, not guaranteed."
request_168,30444.55,affordable_with_plan,partial_payment,2026-01-07:30444.55|2026-02-15:18935.45,2026-02-15,none,"INR 30444.55 is safe to pay today before optional cuts. The recommended partial payment keeps the 90-day balance at or above INR 114400 (projected low INR 114400). A material obligation is Landlord standing order: INR 38100 on 2026-02-01. Confirmed forecast income includes INR 133941.58 on 2026-01-15; pending credits are excluded. A single full payment first becomes safe on 2026-02-15. This preserves the user's stated priorities: emergency savings, travel. The recommendation is safe under the stated 90-day forecast, not guaranteed."
request_169,41976,affordable_now,full_payment,2024-03-04:41976,2024-03-04,none,"ZAR 41976 is safe to pay today before optional cuts. The recommended full payment keeps the 90-day balance at or above ZAR 18700 (projected low ZAR 23799.64). A material obligation is Monthly rent: ZAR 8932 on 2024-04-02. Confirmed forecast income includes ZAR 33000 on 2024-03-15; pending credits are excluded. This preserves the user's stated priorities: emergency savings, travel. The recommendation is safe under the stated 90-day forecast, not guaranteed."
request_170,29866830.92,affordable_with_plan,installments,2025-08-06:12804480|2025-09-03:12804480|2025-10-01:12804480,2025-09-15,none,"IDR 29866830.92 is safe to pay today before optional cuts. The recommended installments keeps the 90-day balance at or above IDR 24715800 (projected low IDR 25610006). A material obligation is Landlord standing order: IDR 10507000 on 2025-09-03. Confirmed forecast income includes IDR 38760000 on 2025-08-15; pending credits are excluded. This exact provider offer has 3 payments, total cost IDR 38413440, and fee IDR 1477440; it is the highest-ranked safe eligible offer. A single full payment first becomes safe on 2025-09-15. This preserves the user's stated priorities: education, debt repayment. The recommendation is safe under the stated 90-day forecast, not guaranteed."
request_171,33.01,not_affordable,not_recommended,none,,none,"Only EUR 33.01 is safe today; no eligible plan can finish EUR 1878.8 by 2026-09-10 while preserving the minimum balance of EUR 500. Baseline 90-day low: EUR 533.02 on 2026-07-12. A material obligation is Building maintenance payment: EUR 81 on 2026-07-05. This is a forecast, not a guarantee of future cash flow."
request_172,9077.61,affordable_with_plan,partial_payment,2024-06-05:9077.61|2024-06-15:1122.39,2024-06-15,none,"ZAR 9077.61 is safe to pay today before optional cuts. The recommended partial payment keeps the 90-day balance at or above ZAR 27200 (projected low ZAR 27200). A material obligation is Landlord standing order: ZAR 10340 on 2024-07-01. Confirmed forecast income includes ZAR 34540 on 2024-06-15; pending credits are excluded. A single full payment first becomes safe on 2024-06-15. This preserves the user's stated priorities: healthcare, family support. The recommendation is safe under the stated 90-day forecast, not guaranteed."
request_173,55371.34,affordable_with_plan,installments,2025-11-21:39173.33|2025-12-19:39173.33|2026-01-16:39173.33,2026-01-15,none,"INR 55371.34 is safe to pay today before optional cuts. The recommended installments keeps the 90-day balance at or above INR 79100 (projected low INR 81564.59). A material obligation is Apartment rent transfer: INR 34000 on 2025-12-02. Confirmed forecast income includes INR 106995.72 on 2025-11-15; pending credits are excluded. This exact provider offer has 3 payments, total cost INR 117519.99, and fee INR 4519.99; it is the highest-ranked safe eligible offer. A single full payment first becomes safe on 2026-01-15. This preserves the user's stated priorities: emergency savings, travel. The recommendation is safe under the stated 90-day forecast, not guaranteed."
request_174,1075.32,affordable_with_plan,installments,2026-04-04:397.35|2026-05-04:397.35|2026-06-03:397.35,,stop:event_15975|reduce_to:event_15976:16.8,"EUR 1075.32 is safe to pay today before optional cuts. The recommended installments keeps the 90-day balance at or above EUR 700 (projected low EUR 711.3). A material obligation is Shared housing rent: EUR 204.6 on 2026-05-03. This exact provider offer has 3 payments, total cost EUR 1192.05, and fee EUR 45.85; it is the highest-ranked safe eligible offer. The 2 authorized flexible-spending adjustment(s) save about EUR 42.68 per recurrence (stop Video streaming plan; reduce to EUR 16.8 Household shopping) and are minimal for this plan. This preserves the user's stated priorities: retirement investment, emergency savings. The recommendation is safe under the stated 90-day forecast, not guaranteed."
request_175,2346.3,affordable_now,full_payment,2024-09-06:2346.30,2024-09-06,none,"EUR 2346.3 is safe to pay today before optional cuts. The recommended full payment keeps the 90-day balance at or above EUR 1700 (projected low EUR 1908.35). A material obligation is Monthly rent: EUR 496.1 on 2024-10-04. Confirmed forecast income includes EUR 1905.56 on 2024-09-15; pending credits are excluded. This preserves the user's stated priorities: education, emergency savings. The recommendation is safe under the stated 90-day forecast, not guaranteed."
request_176,367,not_affordable,not_recommended,none,,none,"Only EUR 367 is safe today; no eligible plan can finish EUR 1239.7 by 2025-02-27 while preserving the minimum balance of EUR 600. Baseline 90-day low: EUR 967 on 2025-02-14. A material obligation is Residential rent payment: EUR 258.5 on 2025-03-01. This is a forecast, not a guarantee of future cash flow."
request_177,1017.6,affordable_now,full_payment,2026-01-05:1017.60,2026-01-05,none,"USD 1017.6 is safe to pay today before optional cuts. The recommended full payment keeps the 90-day balance at or above USD 1300 (projected low USD 1390.53). A material obligation is Apartment rent transfer: USD 490.8 on 2026-02-02. Confirmed forecast income includes USD 1731.6 on 2026-01-15; pending credits are excluded. This preserves the user's stated priorities: emergency savings, travel. The recommendation is safe under the stated 90-day forecast, not guaranteed."
request_178,2938.1,affordable_with_plan,installments,2024-12-07:1018.54|2025-01-07:1018.54|2025-02-07:1018.54,2024-12-07,none,"EUR 2938.1 is safe to pay today before optional cuts. The recommended installments keeps the 90-day balance at or above EUR 1400 (projected low EUR 6796.22). A material obligation is Apartment rent transfer: EUR 540.1 on 2025-01-03. Confirmed forecast income includes EUR 1111.76 on 2024-12-08; pending credits are excluded. This exact provider offer has 3 payments, total cost EUR 3055.62, and fee EUR 117.52; it is the highest-ranked safe eligible offer. This preserves the user's stated priorities: retirement investment, emergency savings. The recommendation is safe under the stated 90-day forecast, not guaranteed."
request_179,6584779.78,affordable_later,wait,2025-07-15:41648000,2025-07-15,none,"IDR 6584779.78 is safe to pay today before optional cuts. The recommended wait keeps the 90-day balance at or above IDR 41430800 (projected low IDR 48015579.78). A material obligation is Apartment rent transfer: IDR 13623000 on 2025-05-04. Confirmed forecast income includes IDR 48035800 on 2025-05-15; pending credits are excluded. Waiting uses the confirmed IDR 48035800 inflow on 2025-07-15 before the full payment. A single full payment first becomes safe on 2025-07-15. This preserves the user's stated priorities: education, debt repayment. The recommendation is safe under the stated 90-day forecast, not guaranteed."
request_180,66500,affordable_now,full_payment,2026-07-06:66500,2026-07-06,none,"INR 66500 is safe to pay today before optional cuts. The recommended full payment keeps the 90-day balance at or above INR 37300 (projected low INR 47440.39). A material obligation is Monthly rent: INR 17400 on 2026-08-01. Confirmed forecast income includes INR 59000 on 2026-07-15; pending credits are excluded. This preserves the user's stated priorities: education, debt repayment. The recommendation is safe under the stated 90-day forecast, not guaranteed."
request_181,283.68,not_affordable,not_recommended,none,,none,"Only USD 283.68 is safe today; no eligible plan can finish USD 5059.2 by 2024-04-07 while preserving the minimum balance of USD 2000. Baseline 90-day low: USD 2283.69 on 2024-03-12. A material obligation is Landlord standing order: USD 877.2 on 2024-04-02. This is a forecast, not a guarantee of future cash flow."
request_182,65714,affordable_now,full_payment,2025-08-05:65714,2025-08-05,none,"ZAR 65714 is safe to pay today before optional cuts. The recommended full payment keeps the 90-day balance at or above ZAR 31100 (projected low ZAR 42771.27). A material obligation is Home repair reserve: ZAR 5522 on 2025-09-04. Confirmed forecast income includes ZAR 50704.33 on 2025-08-15; pending credits are excluded. This preserves the user's stated priorities: education, family support. The recommendation is safe under the stated 90-day forecast, not guaranteed."
request_183,22982284.09,affordable_with_plan,installments,2026-04-10:9313546.67|2026-05-10:9313546.67|2026-06-09:9313546.67,2026-05-15,stop:event_16813,"IDR 22982284.09 is safe to pay today before optional cuts. The recommended installments keeps the 90-day balance at or above IDR 11878300 (projected low IDR 12075230.89). A material obligation is Shared housing rent: IDR 5776000 on 2026-05-04. Confirmed forecast income includes IDR 20899995.6 on 2026-04-15; pending credits are excluded. This exact provider offer has 3 payments, total cost IDR 27940640.01, and fee IDR 1074640.01; it is the highest-ranked safe eligible offer. The 1 authorized flexible-spending adjustment(s) save about IDR 157700 per recurrence (stop Shared storage plan) and are minimal for this plan. A single full payment first becomes safe on 2026-05-15. This preserves the user's stated priorities: emergency savings, travel. The recommendation is safe under the stated 90-day forecast, not guaranteed."
request_184,7134.15,not_affordable,not_recommended,none,,none,"Only INR 7134.15 is safe today; no eligible plan can finish INR 251900 by 2024-07-30 while preserving the minimum balance of INR 110800. Baseline 90-day low: INR 117934.15 on 2024-06-13. A material obligation is Monthly rent: INR 42300 on 2024-07-01. This is a forecast, not a guarantee of future cash flow."
request_185,309.84,not_affordable,not_recommended,none,,none,"Only EUR 309.84 is safe today; no eligible plan can finish EUR 1257.3 by 2026-01-15 while preserving the minimum balance of EUR 1300. Baseline 90-day low: EUR 1609.85 on 2025-11-13. A material obligation is Apartment rent transfer: EUR 505.12 on 2025-12-02. This is a forecast, not a guarantee of future cash flow."
request_186,4156.67,affordable_later,wait,2026-03-15:26554,2026-03-15,none,"ZAR 4156.67 is safe to pay today before optional cuts. The recommended wait keeps the 90-day balance at or above ZAR 22000 (projected low ZAR 23296.23). A material obligation is Apartment rent transfer: ZAR 7348 on 2026-01-03. Confirmed forecast income includes ZAR 30838.14 on 2026-01-15; pending credits are excluded. Waiting uses the confirmed ZAR 29506.62 inflow on 2026-03-15 before the full payment. A single full payment first becomes safe on 2026-03-15. This preserves the user's stated priorities: emergency savings, travel. The recommendation is safe under the stated 90-day forecast, not guaranteed."
request_187,37844.43,affordable_later,wait,2024-11-15:187500,2024-11-15,none,"INR 37844.43 is safe to pay today before optional cuts. The recommended wait keeps the 90-day balance at or above INR 128300 (projected low INR 166144.44). A material obligation is Residential rent payment: INR 34600 on 2024-10-04. Confirmed forecast income includes INR 145000 on 2024-09-15; pending credits are excluded. Waiting uses the confirmed INR 145000 inflow on 2024-11-15 before the full payment. A single full payment first becomes safe on 2024-11-15. This preserves the user's stated priorities: debt repayment, emergency savings. The recommendation is safe under the stated 90-day forecast, not guaranteed."
request_188,102.93,not_affordable,not_recommended,none,,none,"Only EUR 102.93 is safe today; no eligible plan can finish EUR 2464 by 2025-03-04 while preserving the minimum balance of EUR 900. Baseline 90-day low: EUR 1002.94 on 2025-02-13. A material obligation is Monthly rent: EUR 451 on 2025-03-01. This is a forecast, not a guarantee of future cash flow."
request_189,488.4,affordable_now,full_payment,2026-07-04:488.40,2026-07-04,none,"EUR 488.4 is safe to pay today before optional cuts. The recommended full payment keeps the 90-day balance at or above EUR 400 (projected low EUR 474.48). A material obligation is Home association fee: EUR 48 on 2026-08-03. Confirmed forecast income includes EUR 627 on 2026-07-15; pending credits are excluded. This preserves the user's stated priorities: healthcare, retirement investment. The recommendation is safe under the stated 90-day forecast, not guaranteed."
request_190,478.56,affordable_later,wait,2025-02-15:2557.50,2025-02-15,none,"EUR 478.56 is safe to pay today before optional cuts. The recommended wait keeps the 90-day balance at or above EUR 1600 (projected low EUR 1894.73). A material obligation is Residential rent payment: EUR 728.2 on 2025-01-03. Confirmed forecast income includes EUR 2849 on 2024-12-15; pending credits are excluded. Waiting uses the confirmed EUR 2849 inflow on 2025-02-15 before the full payment. A single full payment first becomes safe on 2025-02-15. This preserves the user's stated priorities: emergency savings, housing. The recommendation is safe under the stated 90-day forecast, not guaranteed."
request_191,664.4,affordable_now,full_payment,2025-05-03:664.40,2025-05-03,none,"EUR 664.4 is safe to pay today before optional cuts. The recommended full payment keeps the 90-day balance at or above EUR 500 (projected low EUR 601.51). A material obligation is Home association fee: EUR 74 on 2025-05-05. Confirmed forecast income includes EUR 814 on 2025-05-15; pending credits are excluded. This preserves the user's stated priorities: education, family support. The recommendation is safe under the stated 90-day forecast, not guaranteed."
request_192,107.83,not_affordable,not_recommended,none,,none,"Only USD 107.83 is safe today; no eligible plan can finish USD 2046 by 2026-05-11 while preserving the minimum balance of USD 1000. Baseline 90-day low: USD 1107.83 on 2026-05-11. A material obligation is Monthly rent: USD 375.6 on 2026-05-01. This is a forecast, not a guarantee of future cash flow."
